PdfType: central
Format: lhagrid1
---
 9.900000E-07 1.146863E-06 1.328580E-06 1.539089E-06 1.782954E-06 2.065458E-06 2.392724E-06 2.771844E-06 3.211034E-06 3.719814E-06 4.309208E-06 4.991989E-06 5.782956E-06 6.699248E-06 7.760725E-06 8.990390E-06 1.041489E-05 1.206510E-05 1.397678E-05 1.619136E-05 1.875684E-05 2.172881E-05 2.517167E-05 2.916005E-05 3.378038E-05 3.913278E-05 4.533326E-05 5.251619E-05 6.083722E-05 7.047671E-05 8.164354E-05 9.457973E-05 1.095656E-04 1.269260E-04 1.470370E-04 1.703346E-04 1.973237E-04 2.285890E-04 2.648083E-04 3.067664E-04 3.553727E-04 4.116805E-04 4.769101E-04 5.524751E-04 6.400132E-04 7.414215E-04 8.588976E-04 9.949874E-04 1.152640E-03 1.335273E-03 1.546843E-03 1.791936E-03 2.075863E-03 2.404778E-03 2.785808E-03 3.227211E-03 3.738553E-03 4.330917E-03 5.017138E-03 5.812089E-03 6.732998E-03 7.799822E-03 9.035682E-03 1.046736E-02 1.126614E-02 1.212588E-02 1.305123E-02 1.404719E-02 1.511916E-02 1.627293E-02 1.751475E-02 1.885133E-02 2.028991E-02 2.183827E-02 2.350479E-02 2.529848E-02 2.722906E-02 2.930695E-02 3.154342E-02 3.395056E-02 3.654139E-02 3.932993E-02 4.233126E-02 4.556164E-02 4.903853E-02 5.278075E-02 5.680855E-02 6.114371E-02 6.580970E-02 7.083176E-02 7.623706E-02 8.205485E-02 8.831660E-02 9.505620E-02 1.023101E-01 1.061421E-01 1.101176E-01 1.142420E-01 1.185209E-01 1.229600E-01 1.275654E-01 1.323433E-01 1.373002E-01 1.424427E-01 1.477778E-01 1.533127E-01 1.590550E-01 1.650123E-01 1.711927E-01 1.776047E-01 1.842568E-01 1.911580E-01 1.983177E-01 2.057456E-01 2.134517E-01 2.214465E-01 2.297406E-01 2.383454E-01 2.472725E-01 2.565340E-01 2.661424E-01 2.761106E-01 2.864522E-01 2.971811E-01 3.083119E-01 3.198595E-01 3.318397E-01 3.442686E-01 3.571630E-01 3.705403E-01 3.844187E-01 3.988170E-01 4.137544E-01 4.214317E-01 4.292514E-01 4.372162E-01 4.453288E-01 4.535919E-01 4.620084E-01 4.705810E-01 4.793127E-01 4.882063E-01 4.972651E-01 5.064919E-01 5.158899E-01 5.254623E-01 5.352123E-01 5.451432E-01 5.552584E-01 5.655612E-01 5.760553E-01 5.867441E-01 5.976311E-01 6.087203E-01 6.200151E-01 6.315196E-01 6.432375E-01 6.551728E-01 6.673296E-01 6.797120E-01 6.923241E-01 7.051702E-01 7.116824E-01 7.182547E-01 7.248878E-01 7.315820E-01 7.383381E-01 7.451566E-01 7.520381E-01 7.589831E-01 7.659922E-01 7.730661E-01 7.802053E-01 7.874104E-01 7.946821E-01 8.020209E-01 8.094275E-01 8.169024E-01 8.244465E-01 8.320602E-01 8.397442E-01 8.474991E-01 8.553257E-01 8.632245E-01 8.711963E-01 8.792418E-01 8.873615E-01 8.955562E-01 9.038266E-01 9.121733E-01 9.205971E-01 9.290988E-01 9.376789E-01 9.463383E-01 9.550776E-01 9.638977E-01 9.727992E-01 9.817829E-01 1.000000E+00
 1.000000E+00 1.102924E+00 1.216440E+00 1.341641E+00 1.370510E+00 1.400000E+00
 -6 -5 -4 -3 -2 -1  1  2  3  4  5  6 21
  0.000000E+00  0.000000E+00  0.000000E+00 -1.221499E-05 -1.221499E-05 -1.221499E-05 -1.221499E-05 -1.221499E-05 -1.221499E-05  0.000000E+00  0.000000E+00  0.000000E+00 -2.479899E-01
  0.000000E+00  0.000000E+00  0.000000E+00 -1.174950E-03 -1.174950E-03 -1.174950E-03 -1.174950E-03 -1.174950E-03 -1.174950E-03  0.000000E+00  0.000000E+00  0.000000E+00 -1.721456E-01
  0.000000E+00  0.000000E+00  0.000000E+00 -1.366501E-03 -1.366501E-03 -1.366501E-03 -1.366501E-03 -1.366501E-03 -1.366501E-03  0.000000E+00  0.000000E+00  0.000000E+00  5.806613E-02
  0.000000E+00  0.000000E+00  0.000000E+00  1.034943E-09  1.034943E-09  1.034943E-09  1.034943E-09  1.034943E-09  1.034943E-09  0.000000E+00  0.000000E+00  0.000000E+00  4.664882E-01
  0.000000E+00  0.000000E+00  0.000000E+00  5.473852E-04  5.473852E-04  5.473852E-04  5.473852E-04  5.473852E-04  5.473852E-04  0.000000E+00  0.000000E+00  0.000000E+00  5.804184E-01
  0.000000E+00  0.000000E+00  0.000000E+00  1.190282E-03  1.190282E-03  1.190282E-03  1.190282E-03  1.190282E-03  1.190282E-03  0.000000E+00  0.000000E+00  0.000000E+00  7.022666E-01
  0.000000E+00  0.000000E+00  0.000000E+00 -5.488849E-05 -5.488849E-05 -5.488849E-05 -5.488849E-05 -5.488849E-05 -5.488849E-05  0.000000E+00  0.000000E+00  0.000000E+00 -2.481073E-01
  0.000000E+00  0.000000E+00  0.000000E+00 -1.204931E-03 -1.204931E-03 -1.204931E-03 -1.204931E-03 -1.204931E-03 -1.204931E-03  0.000000E+00  0.000000E+00  0.000000E+00 -1.691267E-01
  0.000000E+00  0.000000E+00  0.000000E+00 -1.376328E-03 -1.376328E-03 -1.376328E-03 -1.376328E-03 -1.376328E-03 -1.376328E-03  0.000000E+00  0.000000E+00  0.000000E+00  6.163977E-02
  0.000000E+00  0.000000E+00  0.000000E+00  1.259396E-09  1.259396E-09  1.259396E-09  1.259396E-09  1.259396E-09  1.259396E-09  0.000000E+00  0.000000E+00  0.000000E+00  4.664627E-01
  0.000000E+00  0.000000E+00  0.000000E+00  5.466038E-04  5.466038E-04  5.466038E-04  5.466038E-04  5.466038E-04  5.466038E-04  0.000000E+00  0.000000E+00  0.000000E+00  5.789421E-01
  0.000000E+00  0.000000E+00  0.000000E+00  1.187145E-03  1.187145E-03  1.187145E-03  1.187145E-03  1.187145E-03  1.187145E-03  0.000000E+00  0.000000E+00  0.000000E+00  6.990858E-01
  0.000000E+00  0.000000E+00  0.000000E+00 -9.859401E-05 -9.859401E-05 -9.859401E-05 -9.859401E-05 -9.859401E-05 -9.859401E-05  0.000000E+00  0.000000E+00  0.000000E+00 -2.481141E-01
  0.000000E+00  0.000000E+00  0.000000E+00 -1.235296E-03 -1.235296E-03 -1.235296E-03 -1.235296E-03 -1.235296E-03 -1.235296E-03  0.000000E+00  0.000000E+00  0.000000E+00 -1.660292E-01
